call_id,customer_id,tower_id,call_type,duration_sec,cost,dropped_flag,call_date
CALL_0091730,0308-GIQJT,TOWER_005,Voice,2124,21.4,0,2026-02-12
CALL_0091731,8775-ERLNB,TOWER_002,SMS,1273,35.49,0,2025-07-03
CALL_0091732,4592-IWTJI,TOWER_025,Data,2842,10.37,1,2025-10-29
CALL_0091733,6394-MFYNG,TOWER_031,Voice,1426,11.32,0,2026-04-23
CALL_0091734,2514-GINMM,TOWER_005,Data,1072,17.34,0,2025-06-14
CALL_0091735,1852-QSWCD,TOWER_035,Voice,2354,5.47,0,2026-04-05
CALL_0091736,7030-FZTFM,TOWER_043,SMS,1522,39.32,0,2025-10-04
CALL_0091737,9944-HKVVB,TOWER_006,Voice,3233,48.16,0,2025-07-16
CALL_0091738,8711-LOBKY,TOWER_001,SMS,305,49.35,1,2025-06-29
CALL_0091739,6646-VRFOL,TOWER_008,SMS,1694,24.28,1,2026-01-22
CALL_0091740,0690-SRQID,TOWER_029,Voice,810,22.77,0,2025-12-16
CALL_0091741,6633-SYEUS,TOWER_006,Voice,965,29.23,0,2025-10-30
CALL_0091742,1919-RTPQD,TOWER_011,Voice,292,18.81,0,2025-12-25
CALL_0091743,1285-OKIPP,TOWER_027,Voice,1238,42.1,0,2025-12-02
CALL_0091744,2978-XXSOG,TOWER_049,Voice,3050,30.01,0,2025-09-06
CALL_0091745,4132-KALRO,TOWER_031,Data,2461,47.23,0,2026-01-11
CALL_0091746,0687-ZVTHB,TOWER_002,SMS,1283,29.95,1,2026-03-29
CALL_0091747,4654-DLAMQ,TOWER_007,Voice,579,2.78,0,2026-04-18
CALL_0091748,1262-OPMFY,TOWER_037,Data,879,48.33,0,2026-04-27
CALL_0091749,4831-EOBFE,TOWER_006,Voice,111,16.91,1,2025-07-06
CALL_0091750,2737-YNGYW,TOWER_038,SMS,2545,48.56,0,2025-05-22
CALL_0091751,9820-RMCQV,TOWER_004,Data,3078,17.58,0,2025-05-13
CALL_0091752,6990-YNRIO,TOWER_032,SMS,2869,22.89,0,2025-07-17
CALL_0091753,7693-LCKZL,TOWER_040,Data,1026,27.86,1,2025-05-26
CALL_0091754,0565-JUPYD,TOWER_015,SMS,414,3.91,0,2026-02-06
CALL_0091755,8646-JCOMS,TOWER_013,SMS,634,17.64,0,2025-04-28
CALL_0091756,6457-USBER,TOWER_022,Data,817,22.64,0,2025-05-18
CALL_0091757,5875-YPQFJ,TOWER_046,Data,893,3.33,0,2025-11-23
CALL_0091758,5135-RDDQL,TOWER_028,Voice,2950,5.74,0,2025-04-30
CALL_0091759,5320-BRKGK,TOWER_006,Data,2787,42.85,0,2025-05-06
CALL_0091760,0336-PIKEI,TOWER_005,Voice,2558,24.57,0,2026-01-05
CALL_0091761,5356-CSVSQ,TOWER_030,Data,267,19.3,0,2026-04-06
CALL_0091762,1936-CZAKF,TOWER_040,SMS,1135,20.02,0,2026-03-13
CALL_0091763,6823-SIDFQ,TOWER_008,Voice,2614,41.41,0,2026-04-08
CALL_0091764,8571-ZCMCX,TOWER_045,Data,1674,8.28,0,2025-11-26
CALL_0091765,6728-VOIFY,TOWER_003,Voice,1564,5.07,0,2026-01-16
CALL_0091766,6475-VHUIZ,TOWER_012,SMS,756,27.85,0,2026-01-30
CALL_0091767,4587-NUKOX,TOWER_017,SMS,1223,44.48,0,2025-09-06
CALL_0091768,4059-IIEBK,TOWER_007,Voice,1297,45.08,0,2025-07-21
CALL_0091769,9957-YODKZ,TOWER_022,SMS,1994,34.5,0,2025-08-05
CALL_0091770,3167-SNQPL,TOWER_010,Voice,53,38.9,0,2026-01-01
CALL_0091771,6048-QBXKL,TOWER_028,SMS,863,2.08,0,2026-03-15
CALL_0091772,4720-VSTSI,TOWER_021,SMS,98,42.4,0,2025-05-17
CALL_0091773,6322-HRPFA,TOWER_040,Voice,3188,16.77,0,2026-04-08
CALL_0091774,9553-DLCLU,TOWER_021,Voice,2764,42.12,0,2026-03-28
CALL_0091775,9906-NHHVC,TOWER_045,Voice,2158,38.24,0,2025-07-27
CALL_0091776,7940-UQQUG,TOWER_046,Data,3480,41.82,0,2026-01-29
CALL_0091777,0947-IDHRQ,TOWER_003,SMS,3203,16.07,0,2026-04-02
CALL_0091778,2616-FLVQC,TOWER_045,Voice,601,11.46,0,2025-06-06
CALL_0091779,7601-GNDYK,TOWER_021,Voice,28,20.32,0,2025-08-29
CALL_0091780,3359-DSRKA,TOWER_020,Voice,1729,30.97,0,2025-10-09
CALL_0091781,3787-TRIAL,TOWER_037,SMS,1387,38.34,0,2025-12-29
CALL_0091782,2946-KIQSP,TOWER_020,SMS,134,11.05,0,2025-05-26
CALL_0091783,3898-GUYTS,TOWER_039,Data,594,17.0,0,2025-10-15
CALL_0091784,5897-ZYEKH,TOWER_043,SMS,2140,35.1,0,2025-11-17
CALL_0091785,7587-AOVVU,TOWER_007,Voice,1714,33.17,0,2026-01-17
CALL_0091786,6734-FQAJX,TOWER_049,Voice,2489,14.38,0,2025-11-22
CALL_0091787,9055-MOJJJ,TOWER_035,Voice,1722,3.6,0,2026-02-10
CALL_0091788,0868-VJRDR,TOWER_011,SMS,228,36.31,0,2025-08-26
CALL_0091789,1930-WNXSB,TOWER_016,SMS,834,10.37,0,2025-05-19
CALL_0091790,3750-YHRYO,TOWER_004,Voice,3531,24.87,0,2025-07-25
CALL_0091791,4342-HFXWS,TOWER_022,Voice,41,44.3,0,2026-01-31
CALL_0091792,6818-WOBHJ,TOWER_024,SMS,1910,19.88,0,2025-07-18
CALL_0091793,1265-ZFOSD,TOWER_018,Data,1014,18.45,0,2026-02-12
CALL_0091794,5989-OMNJE,TOWER_042,Data,3014,20.38,0,2025-12-06
CALL_0091795,0637-KVDLV,TOWER_005,SMS,718,4.87,0,2026-04-01
CALL_0091796,0060-FUALY,TOWER_008,Voice,1589,47.69,0,2025-09-23
CALL_0091797,0750-EBAIU,TOWER_007,SMS,3009,14.6,0,2025-10-01
CALL_0091798,2615-YVMYX,TOWER_026,Data,2118,16.2,0,2025-06-12
CALL_0091799,3834-XUIFC,TOWER_003,SMS,1946,13.56,0,2025-10-10
CALL_0091800,2338-BQEZT,TOWER_041,SMS,1500,30.85,0,2026-04-10
CALL_0091801,0927-CNGRH,TOWER_019,SMS,1368,39.48,0,2025-08-05
CALL_0091802,8433-WPJTV,TOWER_048,SMS,589,45.63,0,2026-03-26
CALL_0091803,8225-BTJAU,TOWER_012,Data,3000,6.33,1,2025-12-03
CALL_0091804,7711-YIJWC,TOWER_015,Voice,1978,42.89,0,2025-06-24
CALL_0091805,5130-YPIRV,TOWER_037,Voice,2627,9.34,0,2025-08-04
CALL_0091806,8454-AATJP,TOWER_009,SMS,3377,6.96,0,2026-03-28
CALL_0091807,1635-HDGFT,TOWER_041,Voice,541,6.18,0,2025-05-11
CALL_0091808,5590-ZSKRV,TOWER_006,Data,2110,0.12,0,2025-12-26
CALL_0091809,0096-FCPUF,TOWER_020,Data,3121,34.45,0,2025-07-23
CALL_0091810,9220-CXRSC,TOWER_005,SMS,254,15.38,0,2025-07-07
CALL_0091811,0254-FNMCI,TOWER_047,Data,1650,12.64,0,2026-02-17
CALL_0091812,0197-PNKNK,TOWER_020,SMS,1205,20.14,0,2025-05-08
CALL_0091813,2619-WFQWU,TOWER_031,Data,3430,34.25,1,2026-03-31
CALL_0091814,9360-OMDZZ,TOWER_044,SMS,1352,27.35,0,2025-06-19
CALL_0091815,2801-NISEI,TOWER_002,SMS,3345,27.79,0,2025-09-16
CALL_0091816,1984-GPTEH,TOWER_023,SMS,1542,32.03,0,2025-08-06
CALL_0091817,3452-ABWRL,TOWER_049,Data,3373,40.82,0,2025-12-18
CALL_0091818,0295-QVKPB,TOWER_004,SMS,356,2.3,0,2026-03-02
CALL_0091819,0375-HVGXO,TOWER_005,SMS,295,12.92,0,2026-02-19
CALL_0091820,5364-XYIRR,TOWER_049,SMS,1370,26.73,0,2025-10-12
CALL_0091821,8062-YBDOE,TOWER_013,Voice,1045,27.41,0,2025-10-18
CALL_0091822,2325-ZUSFD,TOWER_045,SMS,1104,19.38,1,2025-07-22
CALL_0091823,5364-XYIRR,TOWER_002,SMS,2605,30.15,0,2025-06-19
CALL_0091824,9209-NWPGU,TOWER_030,Data,556,46.04,0,2025-12-12
CALL_0091825,9489-JMTTN,TOWER_029,SMS,2638,8.94,0,2025-05-01
CALL_0091826,7188-CBBBA,TOWER_041,Data,171,5.35,0,2026-04-22
CALL_0091827,9512-PHSMG,TOWER_032,Data,3249,14.7,0,2026-03-29
CALL_0091828,9339-FIIJL,TOWER_024,SMS,2968,22.71,0,2026-01-23
CALL_0091829,7353-YOWFP,TOWER_019,SMS,1196,11.98,0,2025-06-08
CALL_0091830,8849-GYOKR,TOWER_046,Data,1645,26.16,0,2025-06-16
CALL_0091831,0040-HALCW,TOWER_048,Data,3560,23.68,0,2025-07-16
CALL_0091832,3724-BSCVH,TOWER_021,Voice,1462,31.57,0,2025-12-10
CALL_0091833,1705-GUHPV,TOWER_031,Data,2533,41.79,0,2025-05-21
CALL_0091834,4418-LZMSV,TOWER_037,Data,1477,32.58,0,2025-07-20
CALL_0091835,4895-TMWIR,TOWER_022,Voice,647,11.59,1,2025-05-17
CALL_0091836,1302-UHBDD,TOWER_022,Data,1589,39.91,0,2026-02-20
CALL_0091837,4992-LTJNE,TOWER_020,Data,581,49.72,0,2025-10-01
CALL_0091838,9993-LHIEB,TOWER_015,Data,2958,2.3,0,2025-12-06
CALL_0091839,8028-PNXHQ,TOWER_021,Voice,711,41.54,0,2026-04-26
CALL_0091840,8007-YYPWD,TOWER_049,SMS,2370,30.49,0,2026-02-26
CALL_0091841,7110-BDTWG,TOWER_003,Voice,1628,6.82,0,2025-05-07
CALL_0091842,4603-JANFB,TOWER_014,Voice,3196,22.62,1,2025-07-27
CALL_0091843,2040-XBAVJ,TOWER_029,SMS,1942,34.35,0,2025-06-15
CALL_0091844,2275-RBYQS,TOWER_004,SMS,1561,41.03,0,2026-01-29
CALL_0091845,9537-VHDTA,TOWER_005,SMS,3208,17.05,0,2025-07-06
CALL_0091846,6242-SGYTS,TOWER_031,Voice,1829,29.1,0,2025-05-01
CALL_0091847,0519-DRGTI,TOWER_008,Voice,2790,12.44,0,2025-07-30
CALL_0091848,4910-GMJOT,TOWER_007,Data,3374,31.94,1,2025-07-04
CALL_0091849,2172-EJXVF,TOWER_048,Voice,3047,35.55,0,2025-11-08
CALL_0091850,3569-EDBPQ,TOWER_029,Voice,3421,40.99,0,2025-06-06
CALL_0091851,3810-PJUHR,TOWER_012,SMS,903,42.89,0,2025-08-17
CALL_0091852,0581-MDMPW,TOWER_034,Voice,1279,7.68,0,2025-08-13
CALL_0091853,7480-QNVZJ,TOWER_021,Data,1803,2.02,1,2025-06-27
CALL_0091854,4695-WJZUE,TOWER_012,Data,2373,45.57,0,2026-03-18
CALL_0091855,5201-CBWYG,TOWER_020,Data,2611,20.3,0,2025-09-10
CALL_0091856,2874-YXVVA,TOWER_007,Data,570,31.26,0,2025-05-27
CALL_0091857,1991-VOPLL,TOWER_006,Voice,393,37.05,0,2026-02-11
CALL_0091858,8739-XNIKG,TOWER_041,Voice,3519,19.85,0,2025-07-04
CALL_0091859,3315-IKYZQ,TOWER_011,SMS,905,41.87,0,2026-03-15
CALL_0091860,3577-AMVUX,TOWER_021,Data,2835,7.79,0,2025-06-06
CALL_0091861,8718-PTMEZ,TOWER_048,Data,148,5.36,1,2026-03-19
CALL_0091862,7356-AYNJP,TOWER_035,Voice,2307,36.34,0,2025-06-30
CALL_0091863,2984-AFWNC,TOWER_007,Data,2531,13.69,0,2026-02-06
CALL_0091864,8715-KKTFG,TOWER_018,Voice,1184,8.51,0,2025-05-13
CALL_0091865,5542-NKVRU,TOWER_030,Data,1389,20.49,0,2025-08-12
CALL_0091866,8331-ZXFOE,TOWER_044,SMS,2939,48.6,0,2026-04-12
CALL_0091867,9278-VZKCD,TOWER_030,SMS,80,12.25,0,2025-09-30
CALL_0091868,8610-WFCJF,TOWER_009,Voice,2901,16.02,0,2025-07-22
CALL_0091869,9367-TCUYN,TOWER_011,Data,1746,11.1,0,2025-10-03
CALL_0091870,3063-QFSZL,TOWER_041,Voice,2524,14.17,0,2025-11-27
CALL_0091871,5656-JAMLX,TOWER_022,SMS,384,36.19,0,2026-02-27
CALL_0091872,5440-FLBQG,TOWER_007,SMS,2317,9.13,0,2026-01-22
CALL_0091873,2360-RDGRO,TOWER_026,Voice,1676,2.4,0,2025-12-17
CALL_0091874,4597-NUCQV,TOWER_039,Data,3431,24.07,1,2025-12-04
CALL_0091875,1501-SGHBW,TOWER_004,Data,2055,35.31,1,2025-12-08
CALL_0091876,9253-QXKBE,TOWER_009,Data,1212,42.24,0,2026-04-06
CALL_0091877,1069-XAIEM,TOWER_047,Data,931,46.99,1,2025-11-11
CALL_0091878,8623-TMRBY,TOWER_018,Data,1255,44.22,0,2025-10-10
CALL_0091879,4510-HIMLV,TOWER_014,SMS,517,15.36,0,2025-09-30
CALL_0091880,8313-NDOIA,TOWER_045,SMS,1794,0.4,1,2025-08-05
CALL_0091881,3519-ZKXGG,TOWER_012,Voice,789,21.46,1,2025-11-19
CALL_0091882,5260-UMPWX,TOWER_032,SMS,1374,48.13,0,2025-07-04
CALL_0091883,3549-ZTMNH,TOWER_038,SMS,2323,46.82,0,2025-10-21
CALL_0091884,9207-ZPANB,TOWER_008,SMS,2561,30.41,0,2026-03-21
CALL_0091885,4709-LKHYG,TOWER_026,Voice,2228,26.43,0,2026-03-08
CALL_0091886,4957-TIALW,TOWER_019,Voice,1016,45.44,0,2026-03-16
CALL_0091887,4482-EWFMI,TOWER_023,SMS,114,7.54,1,2025-08-06
CALL_0091888,2845-AFFTX,TOWER_020,Voice,2274,14.62,1,2026-01-14
CALL_0091889,8075-GXIUB,TOWER_043,SMS,3211,24.96,0,2025-11-22
CALL_0091890,6140-QNRQQ,TOWER_026,Data,2058,6.49,0,2025-07-24
CALL_0091891,5753-QQWPW,TOWER_025,SMS,2946,16.33,0,2025-05-18
CALL_0091892,1237-WIYYZ,TOWER_043,Voice,2291,18.78,0,2025-07-03
CALL_0091893,3423-HHXAO,TOWER_019,Voice,2721,25.76,0,2025-06-03
CALL_0091894,3338-CVVEH,TOWER_031,Data,1509,39.88,0,2025-05-21
CALL_0091895,8266-VBFQL,TOWER_011,Data,1493,4.7,0,2025-12-28
CALL_0091896,3055-OYMSE,TOWER_038,Voice,283,49.25,0,2025-06-27
CALL_0091897,1016-DJTSV,TOWER_027,Data,966,21.42,0,2026-03-02
CALL_0091898,1480-BKXGA,TOWER_049,SMS,573,41.45,0,2026-04-07
CALL_0091899,4118-CEVPF,TOWER_047,Voice,3245,45.72,0,2026-02-05
CALL_0091900,4013-GUXND,TOWER_002,Voice,1120,42.12,0,2025-10-26
CALL_0091901,2056-EVGZL,TOWER_039,SMS,2439,0.14,0,2026-03-01
CALL_0091902,4891-NLUBA,TOWER_041,Data,1763,11.61,0,2025-08-28
CALL_0091903,9985-MWVIX,TOWER_030,Voice,625,0.33,1,2025-09-27
CALL_0091904,3845-FXCYS,TOWER_005,Voice,774,8.2,0,2026-03-25
CALL_0091905,9367-TCUYN,TOWER_050,SMS,511,13.45,0,2025-07-24
CALL_0091906,3097-NNSPB,TOWER_009,SMS,3417,46.91,0,2026-02-14
CALL_0091907,1349-WXNGG,TOWER_025,SMS,3563,2.98,0,2025-07-19
CALL_0091908,6952-OMNWB,TOWER_021,Voice,1747,37.96,0,2025-09-08
CALL_0091909,6872-HXFNF,TOWER_028,Data,2519,7.68,0,2025-10-18
CALL_0091910,7977-HXJKU,TOWER_036,SMS,1887,49.34,0,2026-02-05
CALL_0091911,5572-ZDXHY,TOWER_021,Data,219,37.08,0,2025-10-24
CALL_0091912,2065-MMKGR,TOWER_049,Voice,390,6.82,0,2026-02-06
CALL_0091913,0411-EZJZE,TOWER_033,Data,1642,1.98,0,2025-08-02
CALL_0091914,7326-RIGQZ,TOWER_015,SMS,2380,10.24,0,2025-12-29
CALL_0091915,6646-QVXLR,TOWER_050,Data,1964,36.37,0,2025-07-27
CALL_0091916,1095-JUDTC,TOWER_050,Data,242,5.42,0,2025-07-10
CALL_0091917,2189-WWOEW,TOWER_026,Voice,2502,36.66,0,2025-12-28
CALL_0091918,7110-BDTWG,TOWER_032,SMS,2270,36.31,0,2025-07-16
CALL_0091919,8212-CRQXP,TOWER_033,Data,942,20.92,0,2025-11-24
CALL_0091920,1258-YMZNM,TOWER_012,Voice,780,2.8,0,2026-01-10
CALL_0091921,0827-ITJPH,TOWER_033,Voice,1553,29.89,0,2025-06-04
CALL_0091922,6386-SZZKH,TOWER_009,SMS,2199,1.33,0,2025-10-09
CALL_0091923,2188-SXWVT,TOWER_016,Voice,2343,4.14,0,2026-04-20
CALL_0091924,6950-TWMYB,TOWER_034,Voice,3015,49.05,0,2026-03-27
CALL_0091925,4134-BSXLX,TOWER_038,SMS,1457,47.68,0,2025-08-24
CALL_0091926,8550-XSXUQ,TOWER_035,SMS,2354,43.36,0,2025-06-19
CALL_0091927,5614-DNZCE,TOWER_002,SMS,1777,8.23,0,2026-02-16
CALL_0091928,0082-OQIQY,TOWER_030,Data,1994,42.8,0,2025-09-18
CALL_0091929,3468-DRVQJ,TOWER_035,Data,983,4.8,0,2025-08-29
CALL_0091930,2896-TBNBE,TOWER_010,Voice,375,49.59,0,2026-02-17
CALL_0091931,5908-QMGOE,TOWER_031,Voice,1928,41.56,0,2025-10-05
CALL_0091932,8746-OQQRW,TOWER_034,Data,689,1.83,0,2026-03-24
CALL_0091933,7083-YNSKY,TOWER_026,SMS,1638,40.55,0,2025-11-18
CALL_0091934,1496-GGSUK,TOWER_041,SMS,1842,40.57,0,2025-06-21
CALL_0091935,8799-OXZMD,TOWER_006,SMS,747,31.22,0,2025-06-10
CALL_0091936,3190-FZATL,TOWER_044,Data,3151,22.09,0,2025-08-13
CALL_0091937,0594-UFTUL,TOWER_044,SMS,3004,9.79,0,2026-03-05
CALL_0091938,2378-VTKDH,TOWER_030,Data,2991,47.67,0,2025-11-12
CALL_0091939,3398-FSHON,TOWER_036,Voice,948,6.62,0,2025-10-29
CALL_0091940,1970-KKFWL,TOWER_031,Data,1691,17.65,0,2025-08-08
CALL_0091941,9839-ETQOE,TOWER_050,Data,2370,5.26,1,2025-05-21
CALL_0091942,2141-RRYGO,TOWER_021,Data,2484,15.96,0,2026-02-07
CALL_0091943,5028-GZLDO,TOWER_013,SMS,3421,36.7,0,2025-04-30
CALL_0091944,7776-QWNFX,TOWER_014,SMS,2511,0.51,0,2026-03-26
CALL_0091945,8071-SBTRN,TOWER_008,SMS,862,26.57,0,2025-12-20
CALL_0091946,2229-VWQJH,TOWER_027,Voice,3178,48.56,0,2025-06-22
CALL_0091947,2294-DMMUS,TOWER_025,Voice,2791,31.79,0,2025-06-01
CALL_0091948,5195-KPUNQ,TOWER_037,SMS,510,35.31,0,2025-06-10
CALL_0091949,0877-SDMBN,TOWER_007,SMS,1466,14.53,1,2026-01-02
CALL_0091950,5143-EGQFK,TOWER_050,Voice,1314,22.35,1,2026-02-02
CALL_0091951,2774-LVQUS,TOWER_009,Data,3010,17.56,1,2026-03-15
CALL_0091952,6518-KZXCB,TOWER_003,Data,147,9.46,0,2025-09-26
CALL_0091953,7551-JOHTI,TOWER_039,Voice,828,11.51,0,2026-02-22
CALL_0091954,1245-HARPS,TOWER_014,Voice,1628,6.65,0,2026-02-07
CALL_0091955,5129-JLPIS,TOWER_029,SMS,3371,8.17,0,2025-11-23
CALL_0091956,2178-PMGCJ,TOWER_011,SMS,2967,13.36,0,2026-03-08
CALL_0091957,7693-LCKZL,TOWER_013,Data,507,13.95,0,2026-03-13
CALL_0091958,9769-TSBZE,TOWER_003,Data,3335,24.98,0,2025-11-21
CALL_0091959,7279-NMVJC,TOWER_002,Data,1224,48.83,1,2026-03-22
CALL_0091960,5167-ZFFMM,TOWER_028,SMS,963,33.9,0,2025-11-03
CALL_0091961,5502-RLUYV,TOWER_027,Data,2799,10.61,0,2026-04-17
CALL_0091962,8496-EJAUI,TOWER_025,Data,1535,16.83,0,2025-05-30
CALL_0091963,7711-GQBZC,TOWER_044,Voice,327,33.36,0,2026-04-10
CALL_0091964,6615-NGGZJ,TOWER_045,SMS,1218,21.86,0,2025-08-07
CALL_0091965,8871-JLMHM,TOWER_034,SMS,3439,14.35,0,2025-06-16
CALL_0091966,1568-LJSZU,TOWER_002,SMS,667,41.81,0,2026-02-28
CALL_0091967,8627-ZYGSZ,TOWER_028,SMS,243,4.12,0,2026-01-12
CALL_0091968,4803-AXVYP,TOWER_036,SMS,901,6.94,1,2025-05-30
CALL_0091969,7663-RGWBC,TOWER_034,Voice,89,38.8,1,2026-04-08
CALL_0091970,6575-SUVOI,TOWER_030,Data,2108,46.69,0,2025-08-22
CALL_0091971,1352-VHKAJ,TOWER_016,Data,2099,19.74,0,2026-04-04
CALL_0091972,9880-TDQAC,TOWER_050,Data,3240,0.25,0,2026-01-02
CALL_0091973,1744-JHKYS,TOWER_009,Data,2108,4.63,0,2026-03-04
CALL_0091974,3914-FDRHP,TOWER_010,SMS,3514,45.57,0,2025-10-09
CALL_0091975,4950-HKQTE,TOWER_049,Voice,2021,49.52,0,2025-09-14
CALL_0091976,1767-CJKBA,TOWER_001,SMS,357,13.72,0,2025-08-08
CALL_0091977,9903-LYSAB,TOWER_039,Voice,1825,6.24,0,2026-03-29
CALL_0091978,8735-IJJEG,TOWER_029,Data,2679,39.1,0,2026-03-04
CALL_0091979,8429-XIBUM,TOWER_033,SMS,2010,48.19,0,2025-11-08
CALL_0091980,9804-ICWBG,TOWER_006,Data,389,40.51,1,2025-08-12
CALL_0091981,8138-EALND,TOWER_032,Data,3038,35.71,0,2025-10-31
CALL_0091982,4716-HHKQH,TOWER_042,SMS,2726,32.86,0,2025-09-28
CALL_0091983,5013-SBUIH,TOWER_041,Voice,928,36.49,0,2025-07-22
CALL_0091984,2378-YIZKA,TOWER_022,Data,74,28.37,0,2026-01-08
CALL_0091985,3523-BRGUW,TOWER_049,SMS,1151,0.69,0,2025-11-17
CALL_0091986,3662-FXJFO,TOWER_009,Data,1076,16.08,0,2025-08-12
CALL_0091987,8060-HIWJJ,TOWER_023,Data,543,15.27,0,2025-12-24
CALL_0091988,8364-TRMMK,TOWER_009,SMS,2960,0.35,0,2026-04-26
CALL_0091989,3807-BPOMJ,TOWER_037,Voice,2053,36.24,0,2025-06-28
CALL_0091990,2692-BUCFV,TOWER_016,Data,2875,49.22,0,2025-10-29
CALL_0091991,5680-LQOGP,TOWER_020,Voice,2676,11.1,0,2025-09-10
CALL_0091992,6506-EYCNH,TOWER_026,SMS,3057,6.1,0,2026-02-19
CALL_0091993,8433-WPJTV,TOWER_028,Data,3291,28.61,0,2025-05-08
CALL_0091994,9746-UGFAC,TOWER_033,SMS,2427,31.35,0,2025-12-23
CALL_0091995,7833-PKIHD,TOWER_029,Voice,2866,13.69,0,2025-12-18
CALL_0091996,5231-FIQPA,TOWER_012,Data,1729,14.5,0,2025-10-14
CALL_0091997,7268-IGMFD,TOWER_004,Voice,495,42.14,0,2026-02-22
CALL_0091998,7010-ZMVBF,TOWER_026,Voice,224,16.72,1,2025-10-11
CALL_0091999,7351-MHQVU,TOWER_002,Data,2493,42.47,0,2025-06-15
CALL_0092000,8727-JQFHV,TOWER_007,Voice,2754,49.72,0,2026-04-27
CALL_0092001,9919-YLNNG,TOWER_005,SMS,1276,38.96,0,2025-08-15
CALL_0092002,7203-OYKCT,TOWER_005,SMS,903,10.4,0,2026-02-10
CALL_0092003,8717-VCTXJ,TOWER_033,Voice,837,44.19,0,2025-06-19
CALL_0092004,0749-IRGQE,TOWER_033,Data,1872,15.2,0,2026-01-03
CALL_0092005,8454-AATJP,TOWER_026,Data,210,26.9,0,2025-07-15
CALL_0092006,1449-XQEMT,TOWER_047,Voice,3159,15.58,0,2025-12-01
CALL_0092007,9710-NJERN,TOWER_038,SMS,2990,27.17,0,2025-09-17
CALL_0092008,9675-ICXCT,TOWER_014,Data,2914,43.89,0,2025-06-29
CALL_0092009,4464-JCOLN,TOWER_024,Voice,2885,22.0,0,2025-06-03
CALL_0092010,8593-WHYHV,TOWER_014,SMS,1829,34.73,1,2025-12-26
CALL_0092011,6461-SZMCV,TOWER_043,Data,2321,0.87,0,2026-02-04
CALL_0092012,1399-OUPJN,TOWER_009,SMS,2439,17.0,1,2025-06-27
CALL_0092013,4178-EGMON,TOWER_041,SMS,1392,29.89,0,2025-12-21
CALL_0092014,6140-QNRQQ,TOWER_036,SMS,984,33.83,0,2026-01-24
CALL_0092015,2311-QYMUQ,TOWER_021,SMS,1297,29.45,1,2026-01-01
CALL_0092016,9286-DOJGF,TOWER_028,SMS,3587,6.88,0,2026-04-02
CALL_0092017,6425-JWTDV,TOWER_039,SMS,2268,40.9,0,2026-03-15
CALL_0092018,4104-PVRPS,TOWER_019,Voice,248,36.6,1,2025-12-17
CALL_0092019,7567-ECMCM,TOWER_001,SMS,1496,20.31,0,2025-05-13
CALL_0092020,4402-FTBXC,TOWER_009,Voice,3212,36.73,0,2026-02-28
CALL_0092021,0475-RIJEP,TOWER_025,Data,2228,15.96,0,2025-12-28
CALL_0092022,5473-KHBPS,TOWER_005,Data,992,36.35,0,2026-03-02
CALL_0092023,1769-GRUIK,TOWER_039,SMS,1640,32.15,0,2025-11-29
CALL_0092024,7515-LODFU,TOWER_032,SMS,3034,14.17,0,2025-05-24
CALL_0092025,8065-QBYTO,TOWER_049,Voice,1376,41.18,0,2025-11-11
CALL_0092026,1086-LXKFY,TOWER_016,Data,2360,31.87,1,2025-09-08
CALL_0092027,2625-TRCZQ,TOWER_009,SMS,285,26.32,0,2025-08-31
CALL_0092028,7209-JCUDS,TOWER_050,SMS,1306,11.88,0,2025-08-21
CALL_0092029,5624-BQSSA,TOWER_044,Voice,3531,16.98,0,2026-01-25
CALL_0092030,2969-VAPYH,TOWER_035,Data,1500,32.25,0,2026-02-26
CALL_0092031,4948-WBBKL,TOWER_004,SMS,1751,10.24,0,2026-03-29
CALL_0092032,7799-LGRDP,TOWER_021,Voice,582,4.24,0,2025-10-15
CALL_0092033,5240-CAOYT,TOWER_023,SMS,2394,41.41,0,2026-03-12
CALL_0092034,1095-JUDTC,TOWER_029,SMS,3108,7.79,0,2026-03-24
CALL_0092035,1261-FWTTE,TOWER_032,Voice,2772,30.05,0,2025-10-29
CALL_0092036,9659-ZTWSM,TOWER_032,Data,3210,15.38,0,2025-09-18
CALL_0092037,1760-CAZHT,TOWER_028,Voice,3516,39.52,0,2026-03-14
CALL_0092038,4138-NAXED,TOWER_018,Data,481,48.51,0,2025-05-19
CALL_0092039,5386-THSLQ,TOWER_026,SMS,60,11.41,0,2025-05-05
CALL_0092040,7729-JTEEC,TOWER_043,SMS,1307,49.79,1,2025-10-18
CALL_0092041,0354-WYROK,TOWER_019,Data,1204,35.75,0,2025-07-06
CALL_0092042,6619-RPLQZ,TOWER_044,SMS,3308,4.98,0,2026-03-12
CALL_0092043,8058-JMEQO,TOWER_015,SMS,679,34.42,0,2025-08-21
CALL_0092044,4021-RQSNY,TOWER_024,Voice,2174,18.12,0,2026-04-01
CALL_0092045,1612-EOHDH,TOWER_039,Voice,2616,20.24,1,2025-07-13
CALL_0092046,1557-EMYVT,TOWER_048,Data,1816,36.13,0,2025-10-03
CALL_0092047,5133-POWUA,TOWER_038,Data,2784,12.12,0,2025-09-17
CALL_0092048,4210-QFJMF,TOWER_042,Data,1580,24.57,0,2025-11-10
CALL_0092049,1552-TKMXS,TOWER_048,Data,2526,36.0,0,2025-11-20
CALL_0092050,7105-MXJLL,TOWER_002,SMS,1617,32.65,0,2025-07-13
